"restoName","restoId","title","content","rating","dateOfVist","ratingDate"
"L'Indus Bar","7285961","An Interesting Bar in Bulle","Um bar muito atrativo, com dj e iluminação criativa, que tornam o ambiente informal e convidativo para um drink com os amigos.
Um pouco caro, mas com uma boa qualidade tanto na comida quanto na bebida e os atendentes são muitos educados e prestativos.
Se está a procura de um bar para conversar e se divertir ao som de uma boa música, procure saber mais sobre o L'indus Bar.

An attractive bar, with dj and creative lighting that make the informal and inviting atmosphere for a drink with friends.
A little expensive, but with a good quality both in food and in drink and the attendants are very polite and helpful.
If you are looking for a bar to chat and have fun at the sound of good music, find out more about L'indus Bar.",4,,"August 24, 2015"
"L'Indus Bar","7285961","A pleasant surprise and a place to return to.","I was looking for a place to eat on a Tuesday evening in Bulle. I had to stay overnight for my job and did not want to spend a lot of money for diner. Then I saw Indus Bar. In the entrance there was and a board saying ""Burger of the week"" so I stepped in and asked if I could eat. I was greeted very friendly and was proposed to sit down. Only a few evenings n the week you can get something to eat. I was lucky. The burger that came with some oven baked potatoes with big salt was delicious. In fact it has been a long time that I ate such a good one. There's a whole variety of burgers on the menu for every taste and apetite that are served at noon. The top is the Tartare at an unbeatable price. I took a glas of red Cote du Rhone, wine of the month and it matched perfectly with the burger. I'm really looking foreward to my next visit to Bule so I can eat at Indus Bar.",5,,"May 8, 2015"
"L'Indus Bar","7285961","C'est le top !","C'est le top ! Ambiance sympa le week-end et patron convivial ! Donc si voir rechercher un endroit où passer un bon moment sans se prendre la tête c'est le bon endroit ;-)

A midi, vous pouvez manger de succulents hamburger maison et le jeudi soir c'est soirée tartare !",5,,"April 16, 2015"
"L'Indus Bar","7285961","Le roi du Burger","Tout est frais, tout est fait maison. Magnifique choix de burger à la carte accompagné d'une salade généreuse ou de Potatoes... A découvrir aussi le burger special de la semaine, surprenant !

Joli choix de salades également. Pates du jour avec plusieurs sauces maison (aussi) !

Rapport qualité/prix incroyable !!!

Service impeccable dirigé par un jeune chef très dynamique et créatif !",4,,"March 27, 2015"
"L'Indus Bar","7285961","Grand choix de Hamburgers","Le soir c'est un bar assez jeune. Mais le midi, c'est un super restaurant à Hamburgers. Plus d'une dizaine de hamburgers maison, chaque fois accompagné d'une salade.
Il y a aussi un joli choix de salade diverses et variées ainsi que des pâtes avec plusieurs sauces.",4,,"December 2, 2014"
"Restaurant Angelus Wine Bar","19736848","5*","Très agréable !
Chaleureux !
Cosy !
Excellent !

À visiter, sans le moindre doute!!
En couple, travail, privé, avec ou sans les enfants

5*",5,,"January 21, 2022"
"Restaurant Angelus Wine Bar","19736848","Le restaurant fantôme","Lieu antipathique et froid , je suis arrivé j’ai dit bonjour , le serveur m’as regardé et il est reparti , j’ai donc sorti mon pass et attendu devant la porte mais personne venais , du coup j’ai décidé d’aller m’assoir à une table ,de nouveau personne après 10 min d’attente, trois autres tables étaient occupés avec personne en train de manger mais tous en train d’attendre sans carte et sans boissons, du coup j’ai décidé de partir de ce restaurant fantôme sans accueil et sans serveurs malgré l’heure de pinte un jeudi 12:15 …",1,,"January 13, 2022"
"Restaurant Angelus Wine Bar","19736848","Repas de chasse en amoureux","Ambiance super cosy en entrant
Accueil super sympa
Assiette formidable, notre meilleur repas de chasse de 2021
Noisettes de chevreuil revisitée, un vrai régal et une magnifique présentation
Génial, on reviendra",5,,"November 12, 2021"
"Restaurant Angelus Wine Bar","19736848","Très belle découverte !!!","Plats raffinés, accueil chaleureux, bons vins et décoration cosy, nous avons passé une merveilleuse soirée à découvrir ce restaurant. A recommander, une adresse qui mérite d’être connue sur Bulle. Rapport Qualité/Prix/Quantité au top !",5,,"October 23, 2021"
"Restaurant Angelus Wine Bar","19736848","Exceptionnel","Un accueil incroyable, une chasse à tomber parterre, des vins à couper le souffle et les patrons d'une gentillesse comme rarement rencontré. On était comme à la maison. Merci pour la découverte. On se réjouis de revenir.",5,,"October 6, 2021"
"Restaurant Angelus Wine Bar","19736848","Agréable soirée","Belle découverte en entreprise, belle carte, met de qualité, service au top, ambiance cosi.

Je conseil vivement à tous",5,,"September 15, 2021"
"Restaurant Angelus Wine Bar","19736848","Belle soirée","Jolie découverte ; belle décoration, carte originale, plats goûteux et conseils avisés. Nous reviendrons car il est possible de composer son menu au gré du choix de tapas ! Nous n’avons pas tout goûté !",4,,"August 10, 2021"
"Restaurant Angelus Wine Bar","19736848","Agréable découverte !!","Nous voulions testé de restaurant depuis un petit moment, c'est désormais chose faite.

Accueil trés professionnel, bon choix de vin.

Décoration cosy et lounge, magnifique terrasse et au calme (que vous n'avons pas pu testé a cause du temps)

Coté cuisine nous avons pris double ration de tapas & tartare de veau.
Cuisine faite maison sans aucune hésitation.
C'est important de le préciser de nos jours !

Prochaine fois nous testerons surement ""les tapas surprise"" (sur réservation)

Bravo à toute l'équipe et bon courage malgré la situation actuelle.",5,,"September 2, 2020"
"Restaurant Angelus Wine Bar","19736848","Belle découverte","Une super terrasse, très bien décorée. Tapas et cocktails excellents. Cuisine au top. Personnel souriant, aimable et attentionné. Grandement recommandé.",5,,"August 26, 2020"
"Restaurant Angelus Wine Bar","19736848","Agréable dîner","Belle découverte : établissement soigné et bien décoré.
Accueil chaleureux et conseils avisés
Cuisine raffinée, originale et goûteuse servie dans de la très belle vaisselle.
Le seul bémol pour nous fût le fond sonore que nous n’avons pas apprécié et pas du tout trouvé en adéquation avec le raffinement de cet établissement.
Nous reviendrons toutefois pour tester les vins !
",4,,"July 22, 2020"
"Restaurant Angelus Wine Bar","19736848","Une jolie découverte","Très belle accueil , sympa , agréable et de très bon conseils. Le chef cuisinier nous a fait des propositions de menus hors de la carte pour répondre à nos attentes et à nos goûts . Original, avec du goût ! On se réjouie d’y retourné . Je vous conseille fortement cette adresse.",5,,"July 11, 2020"
"Restaurant Angelus Wine Bar","19736848","Un parfum de vacances à Bulle","Service très chaleureux. Tapas succulents et raffinés. Tartare de veau délicieux. Le tout sur une jolie terrasse fleurie. A découvrir absolument. On reviendra",5,,"July 10, 2020"
"Restaurant Angelus Wine Bar","19736848","La perle de bulle","Acceuil chaleureux, une belle découverte.
Une salle de restaurant design et cosy.
Une excellente cuisine avec du goût.un bon savoir faire et cela se sent dans les plats.le personnel de service souriant et accueillant.un grand plus pour la magnifique terrasse ensoleillée avec une déco très fashion.
Un bon resto à recommander et à revenir.",5,,"May 23, 2020"
"Restaurant Angelus Wine Bar","19736848","Bonne trouvaille","Jolie terrasse ensoleillée ainsi que jolie décoration. Bon tapas et bon burger. Un bon petit moment passé en famille.",5,,"May 23, 2020"
"Restaurant Angelus Wine Bar","19736848","Tapas chic","Une très belle découverte pour ce restaurant chic cosy.une très bonne cuisine,d'excellents tapas ainsi que de très bons vins .une belle surprise, la découverte de la terrasse sobre et très raffinée .
Sans oublier le patron souriant et serviable ainsi que le personnel de service.
Une très bonne adresse à recommander.
Nous nous réjouissons de revenir",5,,"May 21, 2020"
"Restaurant Angelus Wine Bar","19736848","Belle découverte à Bulle !","Cela faisait longtemps que nous souhaitions décrouvrir cet endroit entre amies et je regrette de ne pas y être allée plus tôt ! L'ambiance est cosy et parfaite si l'on souhaite boire un très bon verre de vin tout en dégustant des tapas raffinées, présentées et servies avec grand soin. Nous reviendrons :)",5,,"March 6, 2020"
"Restaurant Angelus Wine Bar","19736848","Super endroit! J’y ai été","Super endroit! J’y ai été 4 fois (en couple ou famille ou amis) et j’ai / on a toujours adoré ! Ils font une dégustation de tapas surprises (5 tapas) et ça a toujours été top: des belles découvertes culinaires! Je recommande vivement! Et une belle sélection de vins!",5,,"January 22, 2020"
"Restaurant Angelus Wine Bar","19736848","Un vrai plaisir pour les papilles","L’essayer c’est l’adopter ! Vous serez séduit par des propositions de tapas surprises personnalisées selon les goûts et même les allergies",5,,"January 4, 2020"
"FryBurger Gourmet Bulle","11706477","Sehr gute Burger !","Die Lage am Bahnhof ist nicht beeindruckend, man geht dorthin, um satt zu werden und nicht lange zu verweilen. Die Burger waren alle sehr lecker, die Pommes perfekt. Die Preise sind auf Fastfood-Niveau, die Qualität ist viel besser...",5,,"September 6, 2021"
"FryBurger Gourmet Bulle","11706477","Décevant","Commande passée par téléphone. 40 minutes à attendre sur place alors que nous étions là à l’heure exacte !! (Ils nous ont offert une portion de frite pour le temps d’attente…… ) 2.70 CHF pour rajouter du lard dans le burger, une seule tranche qui de plus n’avait aucun goût !! Nous avons pris des Chicken Wings qui étaient à peine cuit et qui ne donnaient pas du tout envie.
Une expérience au Fryburger bien décevante.",3,,"May 23, 2021"
"FryBurger Gourmet Bulle","11706477","Petite déception au fry...","Cela faisait un moment que je n’étais pas retourné au Fryburger, je suis un grand amateur de burgers et je me rappelle encore la première fois que j’y suis allé, c’était une excellente surprise. Le sandwich en l’occurrence un cheeseburger bœuf était très bon, le pain maison très réussi, la sauce délicieuse, les frites parfaitement cuites. Le tout pour un prix très correct.
J’y suis retourné aujourd’hui pour midi, me réjouissant d’un bon cheese, mais malheureusement je suis obligé de faire part de ma déception. Pour commencer, en ajoutant une boisson au menu et un supplément lard, le prix avoisine les 20.-, le pain n’avait pas la saveur habituelle, certaines frites étaient molles, sans parler du lard épais et simplement pas bon que j’ai dû enlever pour améliorer mon repas.
Voilà cela ne me fais pas plaisir de faire ce genre de feedback mais j’ai trouvé juste de l’exprimer.",2,,"December 18, 2020"
"FryBurger Gourmet Bulle","11706477","Great burgers!","Beef, chicken & veggie burgers with loads of different options. Absolutely the best veggie burger I've ever had - made fresh. One of the few places open for takeaway during the COVID closures. Friendly and fast, very reasonable price. Definitely recommend this place!",5,,"November 29, 2020"
"FryBurger Gourmet Bulle","11706477","Bons burgers avec plusieurs choix vegans !","Les serveurs sont sympathique, les burgers sont bons et assez gros. Et surtout, il y a plusieurs bonnes options vegans en plus des burgers végétariens !",4,,"August 16, 2020"
"FryBurger Gourmet Bulle","11706477","Pas ouf mais pas cher","Les burgers sont pas chers mais sont juste normaux... ils ne sortent pas du lot... et des burgers j'en ai mangé partout, donc je sais de quoi je parle.
Par contre c'est rapide, donc pour la pause de midi ça va très bien.",3,,"July 9, 2020"
"FryBurger Gourmet Bulle","11706477","Burgers très bons !","Grand choix de burgers, copieux, servi avec beaucoup de frites maison succulentes ! Responsable accueillant et arrangeant ! Une très bonne adresse !",4,,"May 30, 2020"
"FryBurger Gourmet Bulle","11706477","Un très bon burger avec beaucoup de choix","De très bons burgers, beaucoup de choix : poulet, boeuf et végétarien. Un bon rapport qualité/prix. Je recommande",4,,"December 23, 2019"
"FryBurger Gourmet Bulle","11706477","Love the veggie burgers","Great variety of toppings - raclette, Gruyère, mexicain, thaï, etc... but they have beef, chicken and fish too. Best fries! Love the FryBurger!",5,,"November 26, 2019"
"FryBurger Gourmet Bulle","11706477","Une alternative à l'autre avec un grand M","Le pain croustillant pour une burger est vraiment une découverte géniale. Le personnel est très, mais alors vraiment très sympathique. Mention spéciale pour les burger avec du chèvre et aussi la sauce asiatique qui est divine. Les spécialités du moment sont également très bonnes et ne manquez pas la mousse de mangue, une finition vraiment très gourmande !",3,,"November 24, 2019"
"FryBurger Gourmet Bulle","11706477","Ca en vaut la peine","Peut -être la déco laisse un peu à désirer, mais les hamburgers étaient très bon.
Il y a un grand choix, pour tous les goûts...il manquait juste, à mon avis, un hamburger avec mayo au wasabi dont personnellement je raffole!
Le personnel est très gentil et disponible, les prix sont plus que corrects.
Si on a faim, on est pressés, mais on ne veut pas des hamburgers des fast foods, Fry Burger est un très bon choix!",4,,"November 12, 2019"
"FryBurger Gourmet Bulle","11706477","Honteux","A en voir les hamburgers et les frites, on croirait manger les restes d’un autre client!
Honteux d’oser servir un plat pareil !",1,,"October 27, 2019"
"FryBurger Gourmet Bulle","11706477","De véritables hamburgers","Une excellente découverte pour moi qui ne suis pas trop hamburger... tout est cuisiné avec des ingrédients de qualités, la viande est aérée et excellente, le pain est croustillant et vraiment bon, les frites ; impossible de passer à côté ! Fan de chèvre, j’ai même mon hamburger ! Le personnel est très accueillant et agréable.
Incomparable avec les grandes enseignes !
Une halte à refaire avec mes ados ! Même eux sont accro, tant par la qualité gustative que par les prix plus que correct !!",5,,"September 12, 2019"
"FryBurger Gourmet Bulle","11706477","Ni mauvais, ni très bon","idéal à midi entre collègues si on est pressé. Le lieu n'est pas très accueillant, mais le personnel est sympa.",3,,"August 18, 2019"
"FryBurger Gourmet Bulle","11706477","Burger pour tout le monde","Fast food avec un joli choix de burger y compris végétarien.
Assez bon et à un prix très corect. Servi dans un panier, sans autre accompagnement que des frites.
Fast-food with a large menu of burger (beef, chicken and vegetarien).
Correct for a nice price. Burger in a basket with just french fries.",4,,"July 28, 2019"
"FryBurger Gourmet Bulle","11706477","Très bon","Moi c'est leurs frites. Oh avec de vrai goût des pommes de terre. J'adoooore , et les burger californien humm",5,,"July 15, 2019"
"FryBurger Gourmet Bulle","11706477","Le burger californien","Je suis déjà venus manger ici plusieurs fois et c’est toujours aussi bon. Au passage le burger californien cest le meilleur burger que j’ai manger dans ma vie. Je le recommande",5,,"July 3, 2019"
"FryBurger Gourmet Bulle","11706477","Supers burgers végétariens","Service rapide et efficace (burger veggi pret en 5minutes a emporter). Prix tres corrects (8.6 burger seul, 11.- en menu). Grand choix de burgers avec possibilite de choisir végétarien pour chaque burger!
Emplacement ideal en face de la gare pour prendre à emporter dans le train!",5,,"June 27, 2019"
"FryBurger Gourmet Bulle","11706477","Best burger ever","Beaucoup de choix, végés, boeuf, poulet... il y en a pour tous les goûts ! et meilleures frites du monde.",5,,"June 24, 2019"
"FryBurger Gourmet Bulle","11706477","Gute Burger, Preis-Leistung passt!","Gute Burger und Pommes mit diversen Saucen und Zutaten. Sehr freundliches Personal, top. Immer gerne wieder.",4,,"April 5, 2019"
"FryBurger Gourmet Bulle","11706477","Baisse de qualité et accueil déplorable","J ai découvert le fryburger de Lausanne, les burger était bon, la qualité à baissé, viande probablement congelée, alors que j adorais ces burger je les trouve vraiment quelconques, de plus l accueil à Lausanne et des plus froid, pas aimable du tout, quand à l hygiène elle est douteuse, encaisse l argent et va continuer à préparer les burger sans gants. Bref des burger qui était bon, je dis bien était au passé.",1,,"December 18, 2018"
"FryBurger Gourmet Bulle","11706477","De loin LE Meilleur Burger de Suisse","JE RECOMMANDE à 200% !

Il y a des burgers pour tous les goûts un poil sucré, un poil piquant et encore tout pleins de choses extra ! Les frites sont grandes très bonnes ça croustille !!!

Le personnel est très accueillant toujours souriant.
Le fast-food est très propre le personnel aussi ils ont même du désinfectant pour les mains ! Vraiment d’une très grande qualité!

Possibilité de prendre à l’emporter ce qui est très pratique.

Convient à tout type de personne j’ai été sur place avec mon petit ami, ma famille, mes amis avec tout le monde. Ce fast-food convient même aux personnes âgées !

Je vous conseille vivement d’essayer leurs burgers vous n’allez absolument pas regretter !",5,,"October 31, 2018"
"FryBurger Gourmet Bulle","11706477","Très bon burger","Dormant à l’hôtel attenant au restaurant, je suis allé manger au Fry Burger pour des raisons pratiques. Très bonne surprise, établissement très sympathique et animé. Pas mal de choix de burgers, j’ai pris le choix du moment, un Philly Steak avec des frites à l’ancienne. Le pain était excellent (pour ceux qui l’aiment moelleux), la garniture généreuse et savoureuse. Les frites étaient bonnes aussi. Je recommande !",4,,"October 4, 2018"
"FryBurger Gourmet Bulle","11706477","Good choice and fair price","The only place to offer vegan burgers with good taste and home made fries. Price quality is good compared to other places. Lacks cosyness and atmosphere but ok for a quick meal.",4,,"October 3, 2018"
"FryBurger Gourmet Bulle","11706477","Rapide","De passage dans la région j’ai profité de goûter à un burger maison. Ce fut savoureux et avec un service agréable et attentionné. Petite terrasse tranquille. Pour une petite halte et un burger différent des usines à bouffe. Merci",4,,"September 25, 2018"
"FryBurger Gourmet Bulle","11706477","Low quality","Je suis allée quand l'endroit appartenait à une dame Américaine de Californie et les burgers étaient vraiment top, depuis qu'il a été racheté par qqun d'autre, franchement ça n'a rien a voir... Le manager ne surveille rien ! Le cuisinier touche l'argent des commandes et ensuite va en cuisine préparer une burger qui ne plus frais. Ils ne rajoutent que la moitié des produits qui sont censés d'être présent dans les burger. Négligence totale.. La viande aussi est congelé... En fin.. Rien à avoir avec le burger d'avant.. Il y a vraiment une grosse différence, le pain n'est plus fait maison comme il est censé de l'être, patates préchauffé, viande vraiment peni blé, et surtout pas de 170 gr comme c'est écris et le poulet j'en parle pas..on dit le meilleur du pire.. Voilà..
Je vous déconseille d'y aller... Entre mcdo et ça, mnt je préfère mcdo.. Dommage pour le manager",2,,"September 3, 2018"
"FryBurger Gourmet Bulle","11706477","Sympa","La terrasse à l'arrière est sympa et calme. Le patron est accueillant. Les burgers sont bon. Que demander de plus?",4,,"August 1, 2018"
"FryBurger Gourmet Bulle","11706477","Un burger sans concurrence.","Le meilleur Burger de la région par la qualité, le goût et la fraicheur des produits. Les frites à l'ancienne sont clairement les meilleures que j'aie mangé.",4,,"August 1, 2018"
"FryBurger Gourmet Bulle","11706477","Excellent mais ...","Excellent comme à son habitude cependant pain pas très frais .. les frites restent les meilleures jamais goûtées ainsi que la garniture",4,,"July 22, 2018"
"FryBurger Gourmet Bulle","11706477","Excellent","Des frites excellentes un hamburger magique un vrai régal
Cela fessait longtemps que je n avais pas manger un hamburger aussi bon
Vous pouvez oublier les autres grande chaîne
C est ici qu’ils ont les meilleures
De plus un super accueil et très sympathique
Qualité prix parfait",5,,"June 23, 2018"
"FryBurger Gourmet Bulle","11706477","Partez vite en courant ! Changement de direction.","Changement de direction depuis quelques temps et depuis l endroit est devenu un lieu où nous ne sommes pas les bienvenus. Personnel peu sympathique et patron plus que désagréable !

Même la qualité a baissé !

Dommage car avant le personnel et la direction de ce petit établissement était une bonne adresse.

Passez votre chemin. C est mieux.",1,,"May 17, 2018"
"FryBurger Gourmet Bulle","11706477","Des frites extra !!!!","Le cadre est tout simple, il y a une terrasse à l'extérieur. Je n'ai pas goûté les burgers mais je peux vous dire que les frites à l'ancienne sont absolument délicieuses. Le prix est vraiment correct pour la qualité et quantité. Rien à voir avec les grandes chaînes de fast-food.",5,,"April 12, 2018"
"FryBurger Gourmet Bulle","11706477","Délicieuse !!","Excellent Burger, un service rapide et conviviale. Que dire de plus que ce que tous savent se sont les meilleurs burger de la région avec des produits de la région un vrai régal et jamais déçu.",5,,"December 5, 2017"
"FryBurger Gourmet Bulle","11706477","Restaurant Fry Burger","Frites à l'ancienne consistantes et excellentes. De plus on ne trouve pas ce genre là ailleurs.
Viande de très bonne qualité, et prix très abordables.

Je recommande vivement!",5,,"November 11, 2017"
"FryBurger Gourmet Bulle","11706477","Sympa mais moins bien qu'avant","Nous avons eu le plaisir de retourner goûter les hamburgers bien meilleur que dans les grandes enseignes, le service était sympa, a priori cet établissement a été repris, ils ont gardé le concept et la carte qui a toutefois changé dans la composition des hamburgers, il moins d’ingrédients et c'est dommage car les hamburgers étaient meilleurs avant, les frites sont très bonnes",4,,"August 27, 2017"
"FryBurger Gourmet Bulle","11706477","Ottimo hamburger fatto di carne svizzero!","Ottimo posto per mangiarci un hamburger invece di andare nelle solite catene americane! Qualità molto elevata personale gentile e prezzi competitivi rispetto alle grosse catene! Assolutamente da consigliare",5,,"August 17, 2017"
"FryBurger Gourmet Bulle","11706477","Très bon mais personnel laisse à désirer","Jamais déçue par un bon fry, toujours aussi bon. Je trouve cependant que le personnel était plus sympathique avant. J'ai été accueilli très froidement par un monsieur qui n'a pas lâché un seul sourire. Pourtant je sais ce que c'est de travailler dans la restauration ( j'y travaille). Je sais bien qu'il y a des clients plus pénibles que d'autres mais je ne crois pas avoir été pénible ou désagréable en rentrant dans ce restaurant. Très bons burgers quand même !",4,,"August 7, 2017"
"FryBurger Gourmet Bulle","11706477","Très déçus","Depuis la réouverture la qualité à vraiment baissé et le personnel est moins sympathique.

C'est devenu un burger quelconque. Il y a mieux à faire dans la région.

Bon cela reste mieux que le macdo..",2,,"July 19, 2017"
"FryBurger Gourmet Bulle","11706477","Sympa","Etant végétarienne, très agréablement surprise par les nombreuses déclinaisons de burger (à base de galettes de légumes). A l'arrivée burger très correct, bonne frites (un peu trop dans mon cas). Selon moi juste un peu chère pour un burger.",4,,"July 19, 2017"
"FryBurger Gourmet Bulle","11706477","Pas constant","Les burgers peuvent aussi bien être bon qu'insignifiant. Il n'y a pas de constance dans la préparation de ces derniers et c'est dommage!
La remarque va aussi pour les employés, certains sont très sympatique et d'autre beaucoup moins, dommage encore une fois.
Cela reste néanmoins de meilleures burgers qu'au Mcdo et toujours une restauration rapide; donc ça dépanne bien.",3,,"July 18, 2017"
"FryBurger Gourmet Bulle","11706477","Vraiment pas bon...","Je me suis arrêté un soir ou j'avais un petit creux... je voulais tester depuis la réouverture, eh bien j'aurais pas du ! Viande trop cuite, sèche sans saveur, fromage pas fondu, hamburger a peine chaud... Il y a de bien meilleurs endroits pour manger de délicieux hamburger",1,,"July 5, 2017"
"FryBurger Gourmet Bulle","11706477","Moins bien depuis la réouverture","J'avais trouvé super bon dans le passé mais depuis la réouverture, le pain n'est plus aussi bon et je ne parle même pas du service...nettement plus sympa avant. Prix correct mis à part pour une bouteille d'eau à Fr. 3.50 et on se sert soi même !!",3,,"May 20, 2017"
"FryBurger Gourmet Bulle","11706477","Très bon","Jolie petit restaurant, les burgers sont excellents et les frites vraiment délicieuses! On peut choisir sa viande,et sa sauce à choix c'est top! Prix correcte, on peut prendre à l'emporter!",4,,"February 23, 2017"
"FryBurger Gourmet Bulle","11706477","À découvrir","Établissement à découvrir sans hésiter.
Accueil sympathique, 1 petite salle à l'avant du restaurant donnant sur la rue et 1 autre salle à l'arrière au calme avec de nombreuses tables à disposition.
Très bon burgers et grosses frites à l'ancienne... un régal",4,,"February 17, 2017"
"FryBurger Gourmet Bulle","11706477","Très bons burgers","C'est la vitrine qui nous a attiré dans ce petit restaurant, et nous n'avons pas été déçu !
Nous avons êtes accueillis par une dame très sympathiques et les burgers frites sont vraiment très bons.

Nous recommandons sans hésiter",4,,"February 12, 2017"
"FryBurger Gourmet Bulle","11706477","Bon burgers","Bons burgers On doit débarrasser la table en échange d'un sourire... dommage que le personnel ne joue pas le jeu",3,,"January 9, 2017"
"FryBurger Gourmet Bulle","11706477","Tout est dans la sauce","Beaucoup de restaurants proposent des burgers et au final ils ont tous besoin d'un petit quelque chose pour se démarquer. Dans le cas du Fry Burger, certes la viande est bonne, certes les frites sont bonnes, mais ce qui distingue selon moi ce restaurant c'est l'excellence sauce qu'ils mettent dans les burgers. Je conseille vivement la ""moutarde à l'ancienne"". Un repas rapide à essayer prêt de la gare !",4,,"November 29, 2016"
"FryBurger Gourmet Bulle","11706477","Just delicious!!!","The hamburgers are great!! The taste is the delicious! I loved it! My friend told about it and she was actually very right.. the fries are made home with a special taste and the meet it is very good. The staff are very nice, very welcome specially the american lady :).. it is nice to see some smiling ppl around and not sad or..angry as normally they are unfortuantely :/.. that is also a point to go there and feel welcomed.

",5,,"October 21, 2016"
